protein1,protein2,neighborhood,fusion,cooccurence,coexpression,experimental,database,textmining,combined_score,gene1,gene2
9606.ENSP00000000233,9606.ENSP00000262812,0,0,0,190,163,600,173,745,ARF5,COPE
9606.ENSP00000000233,9606.ENSP00000158762,0,0,0,0,147,0,736,765,ARF5,ACAP1
9606.ENSP00000000233,9606.ENSP00000480707,0,0,0,98,187,600,194,731,ARF5,COPZ2
9606.ENSP00000000233,9606.ENSP00000263245,0,0,0,63,391,600,527,877,ARF5,ARFGAP3
9606.ENSP00000000233,9606.ENSP00000484121,0,0,0,0,519,0,566,782,ARF5,ARFIP2
9606.ENSP00000000233,9606.ENSP00000429900,0,0,0,0,147,0,865,879,ARF5,ASAP1
9606.ENSP00000000233,9606.ENSP00000262305,0,0,0,0,879,0,686,960,ARF5,RAB11FIP3
9606.ENSP00000000233,9606.ENSP00000281419,0,0,0,0,300,0,645,741,ARF5,ASAP2
9606.ENSP00000000233,9606.ENSP00000314615,0,0,0,84,540,600,582,920,ARF5,ARFGAP1
9606.ENSP00000000233,9606.ENSP00000482620,0,0,0,0,344,0,670,774,ARF5,RAB11FIP4
9606.ENSP00000000233,9606.ENSP00000297044,0,0,0,0,142,900,438,947,ARF5,CYTH3
9606.ENSP00000001008,9606.ENSP00000364801,0,0,0,102,180,600,212,736,FKBP4,HSPA1B
9606.ENSP00000001008,9606.ENSP00000370343,0,0,0,0,270,0,713,781,FKBP4,IRF4
9606.ENSP00000001008,9606.ENSP00000477310,0,0,0,122,0,900,60,910,FKBP4,DYNLL2
9606.ENSP00000001008,9606.ENSP00000378199,0,0,0,66,180,600,452,809,FKBP4,HSPA2
9606.ENSP00000001008,9606.ENSP00000360883,0,0,0,51,102,0,699,722,FKBP4,IFIT3
9606.ENSP00000001008,9606.ENSP00000401645,0,0,0,0,0,0,713,713,FKBP4,SERPINB2
9606.ENSP00000001008,9606.ENSP00000363822,0,0,0,0,499,800,930,992,FKBP4,AR
9606.ENSP00000001008,9606.ENSP00000335153,0,0,0,264,888,900,993,999,FKBP4,HSP90AA1
9606.ENSP00000001008,9606.ENSP00000419782,0,0,0,96,270,0,630,735,FKBP4,CDK5
9606.ENSP00000001008,9606.ENSP00000359385,0,0,0,0,872,0,823,976,FKBP4,GLMN
9606.ENSP00000001008,9606.ENSP00000326238,0,0,0,62,127,900,56,912,FKBP4,CAPZA3
9606.ENSP00000001008,9606.ENSP00000431512,0,0,0,85,520,600,341,868,FKBP4,HSF1
9606.ENSP00000001008,9606.ENSP00000320130,0,0,0,55,117,900,127,917,FKBP4,DYNC1I1
9606.ENSP00000001008,9606.ENSP00000368966,0,0,0,0,167,0,725,761,FKBP4,TRPC3
9606.ENSP00000001008,9606.ENSP00000340820,0,0,0,0,348,0,883,921,FKBP4,MAPT
9606.ENSP00000001008,9606.ENSP00000405330,0,0,0,0,329,600,829,950,FKBP4,ESR1
9606.ENSP00000001008,9606.ENSP00000351646,0,0,0,495,549,600,676,966,FKBP4,STIP1
9606.ENSP00000001008,9606.ENSP00000430598,0,0,0,67,361,0,906,939,FKBP4,ATOX1
9606.ENSP00000001008,9606.ENSP00000325120,0,0,0,0,288,600,695,905,FKBP4,PGR
9606.ENSP00000001008,9606.ENSP00000364802,0,0,0,81,180,600,457,814,FKBP4,HSPA1A
9606.ENSP00000001008,9606.ENSP00000432083,0,0,0,143,180,600,532,850,FKBP4,HSPA8
9606.ENSP00000001008,9606.ENSP00000444810,0,0,59,0,0,900,79,905,FKBP4,FKBP5
9606.ENSP00000001008,9606.ENSP00000350815,0,0,0,0,475,600,720,936,FKBP4,NR3C2
9606.ENSP00000001008,9606.ENSP00000231509,0,0,0,0,848,900,980,999,FKBP4,NR3C1
9606.ENSP00000001008,9606.ENSP00000292169,0,0,0,0,955,0,571,979,FKBP4,S100A1
9606.ENSP00000001008,9606.ENSP00000419313,0,0,0,0,366,0,845,897,FKBP4,TRPC1
9606.ENSP00000001008,9606.ENSP00000364805,0,0,0,81,180,600,178,719,FKBP4,HSPA1L
9606.ENSP00000001008,9606.ENSP00000263038,0,0,0,0,316,0,645,747,FKBP4,PHYH
9606.ENSP00000001146,9606.ENSP00000285949,0,0,61,0,0,800,85,813,CYP26B1,CYP26C1
9606.ENSP00000001146,9606.ENSP00000308032,0,0,198,0,90,900,195,933,CYP26B1,CYP2S1
9606.ENSP00000001146,9606.ENSP00000360317,0,0,204,0,90,650,198,769,CYP26B1,CYP2C8
9606.ENSP00000001146,9606.ENSP00000301141,0,0,202,0,90,900,157,930,CYP26B1,CYP2A6
9606.ENSP00000001146,9606.ENSP00000260682,0,0,207,0,90,650,156,758,CYP26B1,CYP2C9
9606.ENSP00000001146,9606.ENSP00000222982,0,0,190,0,139,900,110,929,CYP26B1,CYP3A5
9606.ENSP00000001146,9606.ENSP00000324648,0,0,200,0,90,900,223,935,CYP26B1,CYP2B6
9606.ENSP00000001146,9606.ENSP00000299529,0,0,0,0,0,900,603,958,CYP26B1,CRABP1
9606.ENSP00000001146,9606.ENSP00000249750,0,0,0,0,61,900,814,981,CYP26B1,ALDH1A2
9606.ENSP00000001146,9606.ENSP00000297785,0,0,0,62,61,900,620,962,CYP26B1,ALDH1A1
9606.ENSP00000001146,9606.ENSP00000224356,0,0,75,65,0,800,119,827,CYP26B1,CYP26A1
9606.ENSP00000001146,9606.ENSP00000275764,0,0,0,0,0,0,817,816,CYP26B1,STRA8
9606.ENSP00000001146,9606.ENSP00000363832,0,0,0,71,0,900,79,906,CYP26B1,AOX1
9606.ENSP00000001146,9606.ENSP00000332256,0,0,0,98,61,900,750,975,CYP26B1,ALDH1A3
9606.ENSP00000001146,9606.ENSP00000337915,0,0,190,0,139,900,171,934,CYP26B1,CYP3A4
9606.ENSP00000001146,9606.ENSP00000480571,0,0,190,0,139,900,138,931,CYP26B1,CYP3A7
9606.ENSP00000001146,9606.ENSP00000311095,0,0,195,0,0,900,142,924,CYP26B1,CYP4A11
9606.ENSP00000001146,9606.ENSP00000360958,0,0,193,0,0,900,154,925,CYP26B1,CYP4A22
9606.ENSP00000001146,9606.ENSP00000285979,0,0,206,0,90,650,131,750,CYP26B1,CYP2C18
9606.ENSP00000001146,9606.ENSP00000369050,0,0,206,0,90,900,170,932,CYP26B1,CYP1A1
9606.ENSP00000002165,9606.ENSP00000363603,0,0,60,66,229,800,74,851,FUCA2,FUCA1
9606.ENSP00000002596,9606.ENSP00000361818,0,0,0,0,0,900,334,930,HS3ST1,SDC4
9606.ENSP00000002596,9606.ENSP00000366267,0,0,0,0,70,900,433,942,HS3ST1,GPC5
9606.ENSP00000002596,9606.ENSP00000264039,0,0,0,62,70,900,490,949,HS3ST1,GPC1
9606.ENSP00000002596,9606.ENSP00000292377,0,0,0,0,70,900,510,950,HS3ST1,GPC2
9606.ENSP00000002596,9606.ENSP00000429473,0,0,0,62,0,0,704,710,HS3ST1,HS6ST2
9606.ENSP00000002596,9606.ENSP00000366246,0,0,0,0,70,900,496,949,HS3ST1,GPC6
9606.ENSP00000002596,9606.ENSP00000377836,0,0,0,0,70,900,458,945,HS3ST1,GPC3
9606.ENSP00000002596,9606.ENSP00000261858,0,0,0,82,162,0,781,816,HS3ST1,GLCE
9606.ENSP00000002596,9606.ENSP00000370542,0,0,0,0,0,900,356,932,HS3ST1,SDC1
9606.ENSP00000002596,9606.ENSP00000344468,0,0,0,62,0,900,363,935,HS3ST1,SDC3
9606.ENSP00000002596,9606.ENSP00000356671,0,0,0,0,0,0,900,900,HS3ST1,SERPINC1
9606.ENSP00000002596,9606.ENSP00000307046,0,0,0,0,0,900,606,958,HS3ST1,SDC2
9606.ENSP00000002596,9606.ENSP00000259241,0,0,0,62,0,0,812,816,HS3ST1,HS6ST1
9606.ENSP00000002596,9606.ENSP00000356433,0,0,0,0,76,0,866,871,HS3ST1,UST
9606.ENSP00000002596,9606.ENSP00000368678,0,0,0,51,0,900,382,936,HS3ST1,AGRN
9606.ENSP00000002596,9606.ENSP00000359864,0,0,0,0,70,900,549,954,HS3ST1,GPC4
9606.ENSP00000002596,9606.ENSP00000363827,0,0,0,51,0,900,438,941,HS3ST1,HSPG2
9606.ENSP00000002829,9606.ENSP00000317128,0,0,0,96,213,0,862,893,SEMA3F,PLXND1
9606.ENSP00000002829,9606.ENSP00000442736,0,0,0,100,213,0,988,991,SEMA3F,PLXNB3
9606.ENSP00000002829,9606.ENSP00000374323,0,0,0,0,61,0,697,703,SEMA3F,EPHA6
9606.ENSP00000002829,9606.ENSP00000258526,0,0,0,0,213,0,967,973,SEMA3F,PLXNC1
9606.ENSP00000002829,9606.ENSP00000478570,0,0,0,117,213,0,854,889,SEMA3F,VEGFA
9606.ENSP00000002829,9606.ENSP00000351338,0,0,0,141,213,0,930,949,SEMA3F,PLXNB1
9606.ENSP00000002829,9606.ENSP00000409171,0,0,0,99,213,0,862,893,SEMA3F,PLXNB2
9606.ENSP00000002829,9606.ENSP00000173229,0,0,0,70,68,0,690,707,SEMA3F,NTN1
9606.ENSP00000002829,9606.ENSP00000358696,0,0,0,62,213,0,963,971,SEMA3F,PLXNA3
9606.ENSP00000002829,9606.ENSP00000377061,0,0,0,111,213,0,964,973,SEMA3F,PLXNA1
9606.ENSP00000002829,9606.ENSP00000265371,0,0,0,0,302,800,989,998,SEMA3F,NRP1
9606.ENSP00000002829,9606.ENSP00000353582,0,0,0,0,497,0,991,995,SEMA3F,NRP2
9606.ENSP00000003084,9606.ENSP00000276461,0,0,0,0,99,600,456,786,CFTR,ERLIN2
9606.ENSP00000003084,9606.ENSP00000376475,0,0,0,56,56,900,77,906,CFTR,PRKAR1A
9606.ENSP00000003084,9606.ENSP00000348453,0,0,0,62,0,540,511,770,CFTR,ANO2
9606.ENSP00000003084,9606.ENSP00000351314,0,0,0,54,56,900,0,902,CFTR,PSMB10
9606.ENSP00000003084,9606.ENSP00000382428,0,0,0,0,0,0,822,822,CFTR,DLG4
9606.ENSP00000003084,9606.ENSP00000393557,0,0,0,76,117,0,668,705,CFTR,SLC4A4
9606.ENSP00000003084,9606.ENSP00000443256,0,0,0,0,305,0,691,776,CFTR,LPAR2
9606.ENSP00000003084,9606.ENSP00000262888,0,0,0,0,312,0,655,752,CFTR,KCNN4
9606.ENSP00000003084,9606.ENSP00000348442,0,0,0,62,64,900,0,904,CFTR,PSMD12
9606.ENSP00000003084,9606.ENSP00000311405,0,0,0,0,0,0,720,720,CFTR,ADCY6
9606.ENSP00000003084,9606.ENSP00000399709,0,0,0,0,0,540,468,744,CFTR,BEST1
9606.ENSP00000003084,9606.ENSP00000355627,0,0,0,0,0,900,147,911,CFTR,AGT
9606.ENSP00000003084,9606.ENSP00000218548,0,0,0,0,63,0,710,716,CFTR,ATP12A
9606.ENSP00000003084,9606.ENSP00000264033,0,0,0,0,675,0,248,745,CFTR,CBL
9606.ENSP00000003084,9606.ENSP00000305372,0,0,0,0,0,900,937,993,CFTR,ADRB2
9606.ENSP00000003084,9606.ENSP00000262613,0,0,0,0,903,900,991,999,CFTR,SLC9A3R1
9606.ENSP00000003084,9606.ENSP00000320416,0,0,0,0,0,900,0,900,CFTR,VPS37D
9606.ENSP00000003084,9606.ENSP00000324205,0,0,0,0,0,900,62,902,CFTR,CHMP4A
9606.ENSP00000003084,9606.ENSP00000362680,0,0,0,0,60,0,822,826,CFTR,SRC
9606.ENSP00000003084,9606.ENSP00000376432,0,0,0,0,351,0,777,849,CFTR,KCNJ1
9606.ENSP00000003084,9606.ENSP00000378920,0,0,0,53,182,540,983,993,CFTR,SLC26A6
9606.ENSP00000003084,9606.ENSP00000364016,0,0,0,54,66,900,64,906,CFTR,PSMB8
9606.ENSP00000003084,9606.ENSP00000432083,0,0,0,62,872,600,978,998,CFTR,HSPA8
9606.ENSP00000003084,9606.ENSP00000361281,0,0,0,0,0,540,469,745,CFTR,BEST4
9606.ENSP00000003084,9606.ENSP00000379140,0,0,0,0,0,900,113,907,CFTR,CXCL12
9606.ENSP00000003084,9606.ENSP00000238738,0,0,0,0,57,600,349,732,CFTR,RHOQ
9606.ENSP00000003084,9606.ENSP00000264938,0,0,0,62,56,0,868,873,CFTR,SLC9A3
9606.ENSP00000003084,9606.ENSP00000308720,0,0,0,0,0,0,804,804,CFTR,PRSS1
9606.ENSP00000003084,9606.ENSP00000219548,0,0,0,0,874,0,834,978,CFTR,STUB1
9606.ENSP00000003084,9606.ENSP00000293662,0,0,0,0,56,0,837,839,CFTR,GRASP
9606.ENSP00000003084,9606.ENSP00000482259,0,0,0,0,0,900,74,903,CFTR,CCL4
9606.ENSP00000003084,9606.ENSP00000354721,0,0,0,53,144,0,699,735,CFTR,SLC26A1
9606.ENSP00000003084,9606.ENSP00000469689,0,0,0,0,104,0,789,803,CFTR,SHANK2
9606.ENSP00000003084,9606.ENSP00000332413,0,0,0,0,0,540,504,762,CFTR,BEST3
9606.ENSP00000003084,9606.ENSP00000254101,0,0,0,48,105,800,67,819,CFTR,PRKAB2
9606.ENSP00000003084,9606.ENSP00000297265,0,0,0,0,0,900,62,902,CFTR,CHMP4C
9606.ENSP00000003084,9606.ENSP00000483688,0,0,0,54,129,900,90,914,CFTR,PSMB3
9606.ENSP00000003084,9606.ENSP00000408005,0,0,0,0,841,0,988,998,CFTR,SLC9A3R2
9606.ENSP00000003084,9606.ENSP00000300061,0,0,0,62,0,0,835,838,CFTR,SCNN1G
9606.ENSP00000003084,9606.ENSP00000345751,0,0,0,60,0,0,750,755,CFTR,SCNN1B
9606.ENSP00000003084,9606.ENSP00000304783,0,0,0,53,166,0,897,911,CFTR,SLC26A5
9606.ENSP00000003084,9606.ENSP00000481021,0,0,0,0,0,900,0,900,CFTR,SHFM1
9606.ENSP00000003084,9606.ENSP00000265717,0,0,0,56,56,900,318,931,CFTR,PRKAR2B
9606.ENSP00000003084,9606.ENSP00000368683,0,0,0,0,0,900,213,917,CFTR,EDN1
9606.ENSP00000003084,9606.ENSP00000265593,0,0,0,0,0,540,554,786,CFTR,CLCN2
9606.ENSP00000003084,9606.ENSP00000353292,0,0,0,56,0,0,870,871,CFTR,SCNN1A
9606.ENSP00000003084,9606.ENSP00000216802,0,0,0,64,117,900,70,912,CFTR,PSME2
9606.ENSP00000003084,9606.ENSP00000379287,0,0,0,0,812,0,85,820,CFTR,YWHAZ
9606.ENSP00000003084,9606.ENSP00000282096,0,0,0,146,0,0,701,734,CFTR,PDE3B
9606.ENSP00000003084,9606.ENSP00000264639,0,0,0,52,51,900,626,961,CFTR,PSMD3
9606.ENSP00000003084,9606.ENSP00000364801,0,0,0,62,415,0,548,730,CFTR,HSPA1B
9606.ENSP00000003084,9606.ENSP00000363993,0,0,0,65,0,900,48,903,CFTR,PSMB9
9606.ENSP00000003084,9606.ENSP00000302234,0,0,0,0,0,900,96,905,CFTR,CCL11
9606.ENSP00000003084,9606.ENSP00000360290,0,0,0,0,58,800,405,878,CFTR,PRKAA2
9606.ENSP00000003084,9606.ENSP00000347742,0,0,0,65,470,0,492,726,CFTR,PDZD3
9606.ENSP00000003084,9606.ENSP00000468500,0,0,0,0,58,900,81,905,CFTR,GFAP
9606.ENSP00000003084,9606.ENSP00000281537,0,0,0,0,99,800,763,953,CFTR,TJP1
9606.ENSP00000003084,9606.ENSP00000397133,52,0,0,63,0,800,0,806,CFTR,PRKAG3
9606.ENSP00000003084,9606.ENSP00000261514,0,0,0,54,270,0,663,746,CFTR,CLCN3
9606.ENSP00000003084,9606.ENSP00000356042,0,0,0,0,283,900,974,997,CFTR,EZR
9606.ENSP00000003084,9606.ENSP00000337053,0,0,0,62,0,600,320,722,CFTR,SEL1L
9606.ENSP00000003084,9606.ENSP00000317468,0,0,0,53,0,900,0,901,CFTR,CHMP6
9606.ENSP00000003084,9606.ENSP00000248553,0,0,0,0,634,0,306,735,CFTR,HSPB1
9606.ENSP00000003084,9606.ENSP00000409126,0,0,0,0,0,540,582,799,CFTR,ANO6
9606.ENSP00000003084,9606.ENSP00000310572,0,0,0,0,67,900,47,903,CFTR,PSMC5
9606.ENSP00000003084,9606.ENSP00000469240,0,0,0,0,0,900,66,902,CFTR,CHMP2A
9606.ENSP00000003084,9606.ENSP00000372155,0,0,0,64,0,900,46,902,CFTR,PSME1
9606.ENSP00000003084,9606.ENSP00000346148,0,0,0,0,496,800,642,960,CFTR,PRKAA1
9606.ENSP00000003084,9606.ENSP00000267202,0,0,0,0,0,900,0,900,CFTR,VPS37B
9606.ENSP00000003084,9606.ENSP00000296695,0,0,0,76,0,0,804,811,CFTR,SPINK1
9606.ENSP00000003084,9606.ENSP00000359910,0,0,0,54,66,900,177,917,CFTR,PSMA7
9606.ENSP00000003084,9606.ENSP00000373487,0,0,0,0,283,0,646,735,CFTR,KRT18
9606.ENSP00000003084,9606.ENSP00000384211,0,0,0,62,0,900,49,903,CFTR,PSME4
9606.ENSP00000003084,9606.ENSP00000210313,0,0,0,0,0,900,70,903,CFTR,PSMD5
9606.ENSP00000003084,9606.ENSP00000290649,0,0,0,54,607,0,518,805,CFTR,AMFR
9606.ENSP00000003084,9606.ENSP00000359719,0,0,0,0,0,900,42,900,CFTR,PRKACB
9606.ENSP00000003084,9606.ENSP00000449404,0,0,0,0,550,0,875,941,CFTR,KRT8
9606.ENSP00000003084,9606.ENSP00000366565,0,0,0,0,0,900,55,901,CFTR,VPS28
9606.ENSP00000003084,9606.ENSP00000222812,0,0,0,54,498,0,909,953,CFTR,STX1A
9606.ENSP00000003084,9606.ENSP00000335153,0,0,0,62,695,600,988,998,CFTR,HSP90AA1
9606.ENSP00000003084,9606.ENSP00000374455,0,0,0,0,500,0,522,750,CFTR,SQSTM1
9606.ENSP00000003084,9606.ENSP00000438248,0,0,0,0,478,0,461,707,CFTR,CALU
9606.ENSP00000003084,9606.ENSP00000262461,0,0,0,0,56,0,819,822,CFTR,SLC12A2
9606.ENSP00000003084,9606.ENSP00000417638,0,0,0,53,345,0,847,897,CFTR,SLC26A8
9606.ENSP00000003084,9606.ENSP00000339867,0,0,0,0,0,540,538,778,CFTR,CLCN1
9606.ENSP00000003084,9606.ENSP00000345873,0,0,0,89,182,0,976,980,CFTR,SLC26A3
9606.ENSP00000003084,9606.ENSP00000385749,0,0,0,56,56,900,77,906,CFTR,PRKAR1B
9606.ENSP00000003084,9606.ENSP00000261712,0,0,0,63,115,900,0,909,CFTR,PSMD11
9606.ENSP00000003084,9606.ENSP00000286298,0,0,0,53,144,0,767,795,CFTR,SLC26A2
9606.ENSP00000003084,9606.ENSP00000340913,0,0,0,0,0,0,836,836,CFTR,TRPC6
9606.ENSP00000003084,9606.ENSP00000356102,0,0,0,53,57,0,939,942,CFTR,SLC26A9
9606.ENSP00000003084,9606.ENSP00000358866,0,0,0,62,44,0,745,751,CFTR,FLNA
9606.ENSP00000003084,9606.ENSP00000347454,0,0,0,62,270,540,760,914,CFTR,ANO1
9606.ENSP00000003084,9606.ENSP00000311121,0,0,0,54,66,900,146,914,CFTR,PSMA8
9606.ENSP00000003084,9606.ENSP00000265715,0,0,0,53,144,0,776,803,CFTR,SLC26A4
9606.ENSP00000003084,9606.ENSP00000265563,0,0,0,56,225,900,79,923,CFTR,PRKAR2A
9606.ENSP00000003084,9606.ENSP00000248572,0,0,0,0,0,900,0,900,CFTR,GNGT1
9606.ENSP00000003084,9606.ENSP00000394485,0,0,0,62,867,0,976,996,CFTR,PDZK1
9606.ENSP00000003084,9606.ENSP00000290541,0,0,0,52,115,900,0,908,CFTR,PSMB4
9606.ENSP00000003084,9606.ENSP00000295736,0,0,0,0,363,0,606,738,CFTR,SLC4A7
9606.ENSP00000003084,9606.ENSP00000351957,0,0,0,99,0,0,719,736,CFTR,PDE3A
9606.ENSP00000003100,9606.ENSP00000443551,0,0,0,188,0,0,777,811,CYP51A1,MVK
9606.ENSP00000003100,9606.ENSP00000380837,0,0,0,823,781,900,881,999,CYP51A1,LSS
9606.ENSP00000003100,9606.ENSP00000348069,0,0,0,64,0,900,581,957,CYP51A1,SREBF1
9606.ENSP00000003100,9606.ENSP00000356015,0,0,0,242,0,0,651,724,CYP51A1,ACAT2
9606.ENSP00000003100,9606.ENSP00000277010,0,0,0,108,781,0,679,931,CYP51A1,SIGMAR1
9606.ENSP00000003100,9606.ENSP00000301012,0,0,0,801,58,0,786,956,CYP51A1,MVD
9606.ENSP00000003100,9606.ENSP00000370748,42,0,0,891,0,0,783,975,CYP51A1,IDI1
9606.ENSP00000003100,9606.ENSP00000360316,0,0,0,342,0,900,739,981,CYP51A1,DHCR24
9606.ENSP00000003100,9606.ENSP00000480828,50,0,0,810,781,0,896,995,CYP51A1,FDFT1
9606.ENSP00000003100,9606.ENSP00000287936,0,0,0,862,0,0,850,978,CYP51A1,HMGCR
9606.ENSP00000003100,9606.ENSP00000242480,0,0,0,0,56,900,54,902,CYP51A1,EGR2
9606.ENSP00000003100,9606.ENSP00000354476,0,0,0,64,0,900,660,965,CYP51A1,SREBF2
9606.ENSP00000003100,9606.ENSP00000265896,0,0,0,928,168,0,909,994,CYP51A1,SQLE
9606.ENSP00000003100,9606.ENSP00000358414,50,0,0,610,60,0,604,843,CYP51A1,HMGCS2
9606.ENSP00000003100,9606.ENSP00000349078,0,0,0,681,0,0,871,956,CYP51A1,FDPS
9606.ENSP00000003100,9606.ENSP00000279263,0,0,0,212,695,900,840,995,CYP51A1,TM7SF2
9606.ENSP00000003100,9606.ENSP00000254521,0,0,0,386,937,0,866,994,CYP51A1,HSD17B7
9606.ENSP00000003100,9606.ENSP00000347717,0,0,0,544,297,0,745,911,CYP51A1,DHCR7
9606.ENSP00000003100,9606.ENSP00000357452,0,0,0,441,0,0,619,778,CYP51A1,PMVK
9606.ENSP00000003100,9606.ENSP00000344741,0,0,0,519,0,0,508,753,CYP51A1,INSIG1
9606.ENSP00000003100,9606.ENSP00000322706,50,0,0,930,60,0,836,988,CYP51A1,HMGCS1
9606.ENSP00000003100,9606.ENSP00000360918,0,0,0,243,387,0,466,730,CYP51A1,CH25H
9606.ENSP00000003100,9606.ENSP00000419970,42,0,0,80,115,0,953,958,CYP51A1,POR
9606.ENSP00000003100,9606.ENSP00000341625,0,0,0,83,78,0,821,835,CYP51A1,CYB5A
9606.ENSP00000003100,9606.ENSP00000339883,0,0,0,145,695,900,643,989,CYP51A1,LBR
9606.ENSP00000003302,9606.ENSP00000312995,0,0,0,62,270,600,629,884,USP28,CLSPN
9606.ENSP00000003302,9606.ENSP00000263966,0,0,0,101,101,0,683,721,USP28,USP13
9606.ENSP00000003302,9606.ENSP00000366819,0,0,0,66,270,0,691,771,USP28,UCHL3
9606.ENSP00000003302,9606.ENSP00000479618,0,0,0,0,762,600,855,985,USP28,MYC
9606.ENSP00000003302,9606.ENSP00000272317,0,0,0,63,827,0,85,839,USP28,RPS27A
9606.ENSP00000003302,9606.ENSP00000260187,0,0,0,62,130,0,676,712,USP28,USP2
9606.ENSP00000003302,9606.ENSP00000261601,0,0,0,65,283,0,744,813,USP28,USP14
9606.ENSP00000004531,9606.ENSP00000478639,0,0,0,0,61,0,697,703,SLC7A2,SLC1A7
9606.ENSP00000005178,9606.ENSP00000265641,0,0,0,62,0,0,704,710,PDK4,CPT1A
9606.ENSP00000005178,9606.ENSP00000323740,0,0,0,62,0,0,735,740,PDK4,UCP3
9606.ENSP00000005178,9606.ENSP00000264867,0,0,0,88,270,0,739,811,PDK4,PPARGC1A
9606.ENSP00000005178,9606.ENSP00000385523,0,0,0,62,0,0,736,741,PDK4,PPARA
9606.ENSP00000005178,9606.ENSP00000379011,0,0,0,65,0,0,736,742,PDK4,CPT1B
9606.ENSP00000005226,9606.ENSP00000351118,0,0,0,158,339,0,570,739,USH1C,CDHR5
9606.ENSP00000005226,9606.ENSP00000358820,0,0,0,213,0,0,678,735,USH1C,EPS8L3
9606.ENSP00000005226,9606.ENSP00000295736,0,0,0,0,345,0,936,956,USH1C,SLC4A7
9606.ENSP00000005226,9606.ENSP00000225525,0,0,0,0,0,900,224,919,USH1C,TAX1BP3
9606.ENSP00000005226,9606.ENSP00000205890,0,0,0,62,166,0,698,742,USH1C,MYO15A
9606.ENSP00000005226,9606.ENSP00000258930,0,0,0,0,62,0,860,863,USH1C,CIB2
9606.ENSP00000005226,9606.ENSP00000288139,0,0,0,0,56,0,904,905,USH1C,CACNA1D
9606.ENSP00000005226,9606.ENSP00000415090,0,0,0,65,872,0,937,991,USH1C,MYO7B
9606.ENSP00000005226,9606.ENSP00000363068,0,0,0,0,730,0,986,995,USH1C,PCDH15
9606.ENSP00000005226,9606.ENSP00000297784,0,0,0,0,0,0,734,734,USH1C,TMC1
9606.ENSP00000005226,9606.ENSP00000324775,0,0,0,0,0,0,741,740,USH1C,TMIE
9606.ENSP00000005226,9606.ENSP00000384582,0,0,0,48,270,540,912,968,USH1C,GPR98
9606.ENSP00000005226,9606.ENSP00000291532,0,0,0,0,0,0,718,718,USH1C,TMPRSS3
9606.ENSP00000005226,9606.ENSP00000480279,0,0,0,0,977,0,977,999,USH1C,USH1G
9606.ENSP00000005226,9606.ENSP00000424565,0,0,0,126,339,0,760,849,USH1C,CDHR2
9606.ENSP00000005226,9606.ENSP00000386227,0,0,0,0,0,0,781,781,USH1C,MCC
9606.ENSP00000005226,9606.ENSP00000305941,0,0,0,0,282,540,967,988,USH1C,USH2A
9606.ENSP00000005226,9606.ENSP00000480489,0,0,0,0,0,540,397,710,USH1C,PDZD7
9606.ENSP00000005226,9606.ENSP00000447488,0,0,0,0,70,900,76,906,USH1C,LIN7A
9606.ENSP00000005226,9606.ENSP00000252597,0,0,0,0,192,0,844,868,USH1C,USHBP1
9606.ENSP00000005226,9606.ENSP00000354623,0,0,0,0,0,540,417,720,USH1C,DFNB31
9606.ENSP00000005226,9606.ENSP00000330633,0,0,0,65,0,900,85,906,USH1C,CNTN2
9606.ENSP00000005226,9606.ENSP00000404179,0,0,0,0,0,0,843,843,USH1C,DOCK4
9606.ENSP00000005226,9606.ENSP00000386331,0,0,0,64,905,0,990,999,USH1C,MYO7A
9606.ENSP00000005226,9606.ENSP00000362186,0,0,0,0,131,0,743,767,USH1C,PCDH11X
9606.ENSP00000005226,9606.ENSP00000352834,0,0,0,0,103,0,695,714,USH1C,MYO1C
9606.ENSP00000005226,9606.ENSP00000381768,0,0,0,0,899,0,993,999,USH1C,CDH23
9606.ENSP00000005226,9606.ENSP00000308772,0,0,0,0,507,0,949,973,USH1C,ANKS4B
9606.ENSP00000005260,9606.ENSP00000365891,0,0,0,0,270,0,658,740,BAIAP2L1,WAS
9606.ENSP00000005260,9606.ENSP00000281172,0,0,0,0,671,0,762,918,BAIAP2L1,EPS8
9606.ENSP00000005587,9606.ENSP00000427114,0,0,0,77,495,600,884,975,SKAP2,FYB
9606.ENSP00000005587,9606.ENSP00000346671,0,0,0,0,686,0,744,916,SKAP2,FYN
9606.ENSP00000005587,9606.ENSP00000428924,0,0,0,62,515,0,441,723,SKAP2,LYN
9606.ENSP00000005587,9606.ENSP00000379350,0,0,0,62,0,800,240,844,SKAP2,ITGB1
9606.ENSP00000005587,9606.ENSP00000382941,0,0,0,0,0,600,614,839,SKAP2,SIRPA
9606.ENSP00000005587,9606.ENSP00000352833,0,0,0,0,653,0,314,752,SKAP2,PTPN22
9606.ENSP00000005587,9606.ENSP00000293379,0,0,0,0,0,800,53,802,SKAP2,ITGA5
9606.ENSP00000005587,9606.ENSP00000380227,0,0,0,62,0,800,71,810,SKAP2,ITGA4
9606.ENSP00000006015,9606.ENSP00000230056,0,0,0,0,302,0,705,786,HOXA11,GMNN
9606.ENSP00000006015,9606.ENSP00000368880,0,0,0,0,295,0,952,965,HOXA11,FOXO1
9606.ENSP00000006015,9606.ENSP00000272369,0,0,0,49,465,0,465,703,HOXA11,MEIS1
